symbol,ensembl_id
LINC01711,ENSG00000268941
LINC01713,ENSG00000228482
LINC01714,ENSG00000227634
LINC01716,ENSG00000225657
LINC01717,ENSG00000232812
LINC01718,ENSG00000229606
LINC01719,ENSG00000233396
LINC01720,ENSG00000231175
LINC01721,ENSG00000230133
LINC01722,ENSG00000233048
LINC01723,ENSG00000234265
LINC01724,ENSG00000227421
LINC01725,ENSG00000233008
LINC01726,ENSG00000280350
LINC01727,ENSG00000279082
LINC01728,ENSG00000233277
LINC01730,ENSG00000275491
LINC01732,ENSG00000237292
LINC01733,ENSG00000226203
LINC01734,ENSG00000230324
LINC01735,ENSG00000261453
LINC01736,ENSG00000228058
LINC01737,ENSG00000232964
LINC01738,ENSG00000227947
LINC01739,ENSG00000229537
LINC01740,ENSG00000228067
LINC01741,ENSG00000236720
LINC01742,ENSG00000275852
LINC01743,ENSG00000242042
LINC01744,ENSG00000236497
LINC01745,ENSG00000225919
LINC01746,ENSG00000274469
LINC01747,ENSG00000230400
LINC01748,ENSG00000226476
LINC01749,ENSG00000272259
LINC01750,ENSG00000231437
LINC01751,ENSG00000261249
LINC01752,ENSG00000224961
LINC01753,ENSG00000230250
LINC01754,ENSG00000224565
LINC01755,ENSG00000233079
LINC01756,ENSG00000230523
LINC01757,ENSG00000228105
LINC01758,ENSG00000229639
LINC01760,ENSG00000228504
LINC01761,ENSG00000233907
LINC01762,ENSG00000233154
LINC01763,ENSG00000225446
LINC01765,ENSG00000233730
LINC01766,ENSG00000224910
LINC01767,ENSG00000223956
LINC01768,ENSG00000228420
LINC01770,ENSG00000225285
LINC01774,ENSG00000236950
LINC01775,ENSG00000267201
LINC01776,ENSG00000226053
LINC01777,ENSG00000235054
LINC01778,ENSG00000223382
LINC01779,ENSG00000225342
LINC01779,ENSG00000235933
LINC01780,ENSG00000232650
LINC01781,ENSG00000234184
LINC01782,ENSG00000267204
LINC01784,ENSG00000228338
LINC01784,ENSG00000282162
LINC01785,ENSG00000268038
LINC01786,ENSG00000230415
LINC01787,ENSG00000231987
LINC01788,ENSG00000229051
LINC01789,ENSG00000229457
LINC01790,ENSG00000230173
LINC01791,ENSG00000267777
LINC01792,ENSG00000237166
LINC01793,ENSG00000233723
LINC01794,ENSG00000233128
LINC01795,ENSG00000225226
LINC01796,ENSG00000277527
LINC01797,ENSG00000237179
LINC01799,ENSG00000232046
LINC01800,ENSG00000234572
LINC01801,ENSG00000267767
LINC01802,ENSG00000225064
LINC01803,ENSG00000228909
LINC01804,ENSG00000231031
LINC01805,ENSG00000223863
LINC01806,ENSG00000227403
LINC01807,ENSG00000232023
LINC01808,ENSG00000237992
LINC01809,ENSG00000232548
LINC01810,ENSG00000237266
LINC01811,ENSG00000226320
LINC01812,ENSG00000237013
LINC01813,ENSG00000229805
LINC01815,ENSG00000235519
LINC01816,ENSG00000231327
LINC01817,ENSG00000231420
LINC01818,ENSG00000230645
LINC01819,ENSG00000231826
LINC01820,ENSG00000228100
LINC01821,ENSG00000225539
LINC01823,ENSG00000224655
LINC01824,ENSG00000226488
LINC01825,ENSG00000223466
LINC01826,ENSG00000232740
LINC01827,ENSG00000234919
LINC01829,ENSG00000236780
LINC01830,ENSG00000228999
LINC01831,ENSG00000225765
LINC01832,ENSG00000224231
LINC01833,ENSG00000259439
LINC01834,ENSG00000261316
LINC01836,ENSG00000267530
LINC01837,ENSG00000267489
LINC01838,ENSG00000269037
LINC01839,ENSG00000227509
LINC01839,ENSG00000281738
LINC01840,ENSG00000230215
LINC01841,ENSG00000266913
LINC01842,ENSG00000267147
LINC01843,ENSG00000251169
LINC01844,ENSG00000231185
LINC01845,ENSG00000253298
LINC01846,ENSG00000248901
LINC01847,ENSG00000253311
LINC01848,ENSG00000254106
LINC01849,ENSG00000234988
LINC01850,ENSG00000227708
LINC01851,ENSG00000233605
LINC01852,ENSG00000236914
LINC01853,ENSG00000224028
LINC01854,ENSG00000204460
LINC01857,ENSG00000224137
LINC01858,ENSG00000261615
LINC01859,ENSG00000261558
LINC01861,ENSG00000251183
LINC01863,ENSG00000253959
LINC01864,ENSG00000267522
LINC01865,ENSG00000233684
LINC01866,ENSG00000237670
LINC01867,ENSG00000225444
LINC01868,ENSG00000234169
LINC01870,ENSG00000223826
LINC01871,ENSG00000235576
LINC01872,ENSG00000268318
LINC01873,ENSG00000232164
LINC01874,ENSG00000223985
LINC01875,ENSG00000225942
LINC01876,ENSG00000226383
LINC01877,ENSG00000238217
LINC01878,ENSG00000234308
LINC01881,ENSG00000220804
LINC01882,ENSG00000260302
LINC01884,ENSG00000233587
LINC01885,ENSG00000237880
LINC01886,ENSG00000224568
LINC01887,ENSG00000266604
LINC01888,ENSG00000237576
LINC01890,ENSG00000228329
LINC01891,ENSG00000231682
LINC01892,ENSG00000265514
LINC01893,ENSG00000264260
LINC01894,ENSG00000264345
LINC01895,ENSG00000259256
LINC01896,ENSG00000262280
LINC01896,ENSG00000263146
LINC01896,ENSG00000282765
LINC01897,ENSG00000267209
LINC01898,ENSG00000261194
LINC01899,ENSG00000265352
LINC01900,ENSG00000265758
LINC01901,ENSG00000267413
LINC01902,ENSG00000283503
LINC01903,ENSG00000265555
LINC01904,ENSG00000259837
LINC01905,ENSG00000267057
LINC01906,ENSG00000265786
LINC01907,ENSG00000226125
LINC01909,ENSG00000266258
LINC01910,ENSG00000266278
LINC01911,ENSG00000231040
LINC01912,ENSG00000264699
LINC01913,ENSG00000214691
LINC01914,ENSG00000234362
LINC01915,ENSG00000265485
LINC01916,ENSG00000264232
LINC01917,ENSG00000260433
LINC01918,ENSG00000226508
LINC01919,ENSG00000263438
LINC01920,ENSG00000236049
LINC01922,ENSG00000259779
LINC01923,ENSG00000236653
LINC01924,ENSG00000267134
LINC01925,ENSG00000264265
LINC01926,ENSG00000267593
LINC01927,ENSG00000266312
LINC01928,ENSG00000267425
LINC01929,ENSG00000267013
LINC01931,ENSG00000162947
LINC01932,ENSG00000253315
LINC01933,ENSG00000254226
LINC01934,ENSG00000234663
LINC01935,ENSG00000224095
LINC01936,ENSG00000235997
LINC01937,ENSG00000234279
LINC01938,ENSG00000254066
LINC01939,ENSG00000228799
LINC01940,ENSG00000227744
LINC01941,ENSG00000226813
LINC01942,ENSG00000253428
LINC01943,ENSG00000280721
LINC01944,ENSG00000254299
LINC01945,ENSG00000236485
LINC01946,ENSG00000223647
LINC01947,ENSG00000254130
LINC01948,ENSG00000248727
LINC01949,ENSG00000288569
LINC01950,ENSG00000251027
LINC01951,ENSG00000204754
LINC01953,ENSG00000236193
LINC01954,ENSG00000271952
LINC01955,ENSG00000281477
LINC01956,ENSG00000258910
LINC01957,ENSG00000251542
LINC01958,ENSG00000283436
LINC01960,ENSG00000260868
LINC01961,ENSG00000234148
LINC01962,ENSG00000248473
LINC01963,ENSG00000260804
LINC01964,ENSG00000260840
LINC01965,ENSG00000256637
LINC01966,ENSG00000268580
LINC01967,ENSG00000235493
LINC01968,ENSG00000237222
LINC01970,ENSG00000265692
LINC01971,ENSG00000291417
LINC01971,ENSG00000278200
LINC01972,ENSG00000230401
LINC01973,ENSG00000204283
LINC01974,ENSG00000261886
LINC01975,ENSG00000263312
LINC01976,ENSG00000261514
LINC01977,ENSG00000262772
LINC01978,ENSG00000262188
LINC01979,ENSG00000262585
LINC01980,ENSG00000225548
LINC01981,ENSG00000229243
LINC01982,ENSG00000263317
LINC01985,ENSG00000227260
LINC01986,ENSG00000223587
LINC01987,ENSG00000267790
LINC01988,ENSG00000283036
LINC01989,ENSG00000261156
LINC01990,ENSG00000273125
LINC01991,ENSG00000224187
LINC01992,ENSG00000260019
LINC01993,ENSG00000204277
LINC01994,ENSG00000241098
LINC01996,ENSG00000261863
LINC01997,ENSG00000241383
LINC01998,ENSG00000243321
LINC01999,ENSG00000267772
LINC02000,ENSG00000243832
LINC02002,ENSG00000263609
LINC02003,ENSG00000264026
LINC02004,ENSG00000240006
LINC02005,ENSG00000242741
LINC02006,ENSG00000238755
LINC02008,ENSG00000239440
LINC02009,ENSG00000283646
LINC02010,ENSG00000242671
LINC02011,ENSG00000260902
LINC02012,ENSG00000272989
LINC02013,ENSG00000228730
LINC02014,ENSG00000248243
LINC02015,ENSG00000231574
LINC02016,ENSG00000244215
LINC02017,ENSG00000243572
LINC02019,ENSG00000273356
LINC02020,ENSG00000234548
LINC02021,ENSG00000249846
LINC02022,ENSG00000232746
LINC02023,ENSG00000239205
LINC02024,ENSG00000241213
LINC02026,ENSG00000214146
LINC02027,ENSG00000243694
LINC02028,ENSG00000230102
LINC02029,ENSG00000241544
LINC02030,ENSG00000240708
LINC02031,ENSG00000238837
LINC02032,ENSG00000241131
LINC02033,ENSG00000279727
LINC02034,ENSG00000282975
LINC02035,ENSG00000273033
LINC02037,ENSG00000238097
LINC02038,ENSG00000229155
LINC02039,ENSG00000248107
LINC02040,ENSG00000243149
LINC02041,ENSG00000291557
LINC02041,ENSG00000228952
LINC02042,ENSG00000240893
LINC02043,ENSG00000232233
LINC02044,ENSG00000243795
LINC02045,ENSG00000243347
LINC02046,ENSG00000242440
LINC02047,ENSG00000239454
LINC02048,ENSG00000228271
LINC02049,ENSG00000243593
LINC02050,ENSG00000242781
LINC02051,ENSG00000226859
LINC02052,ENSG00000224406
LINC02053,ENSG00000241696
LINC02055,ENSG00000254101
LINC02057,ENSG00000249279
LINC02058,ENSG00000248528
LINC02059,ENSG00000250544
LINC02061,ENSG00000250885
LINC02063,ENSG00000250921
LINC02064,ENSG00000248391
LINC02065,ENSG00000248846
LINC02067,ENSG00000240567
LINC02068,ENSG00000223387
LINC02069,ENSG00000229433
LINC02070,ENSG00000241328
LINC02071,ENSG00000249383
LINC02073,ENSG00000267452
LINC02074,ENSG00000266357
LINC02075,ENSG00000249497
LINC02077,ENSG00000244461
LINC02078,ENSG00000267719
LINC02079,ENSG00000266013
LINC02080,ENSG00000267065
LINC02082,ENSG00000242268
LINC02084,ENSG00000272282
LINC02086,ENSG00000244649
LINC02087,ENSG00000237057
LINC02088,ENSG00000227685
LINC02089,ENSG00000226364
LINC02090,ENSG00000230969
LINC02092,ENSG00000234721
LINC02093,ENSG00000234634
LINC02094,ENSG00000227078
LINC02096,ENSG00000238212
LINC02097,ENSG00000226101
LINC02098,ENSG00000272575
LINC02099,ENSG00000253490
LINC02100,ENSG00000248693
LINC02101,ENSG00000248132
LINC02102,ENSG00000248677
LINC02103,ENSG00000249785
LINC02104,ENSG00000271334
LINC02105,ENSG00000250447
LINC02106,ENSG00000251573
LINC02108,ENSG00000250127
LINC02109,ENSG00000259786
LINC02109,ENSG00000274882
LINC02111,ENSG00000250822
LINC02112,ENSG00000249781
LINC02113,ENSG00000249515
LINC02114,ENSG00000249521
LINC02115,ENSG00000248757
LINC02116,ENSG00000250417
LINC02117,ENSG00000248539
LINC02118,ENSG00000248789
LINC02119,ENSG00000248587
LINC02120,ENSG00000248279
LINC02121,ENSG00000250529
LINC02122,ENSG00000248474
LINC02123,ENSG00000250668
LINC02125,ENSG00000250514
LINC02126,ENSG00000259847
LINC02127,ENSG00000261637
LINC02128,ENSG00000261241
LINC02129,ENSG00000261045
LINC02130,ENSG00000260009
LINC02131,ENSG00000261154
LINC02132,ENSG00000268804
LINC02133,ENSG00000261231
LINC02134,ENSG00000260450
LINC02135,ENSG00000268532
LINC02136,ENSG00000261348
LINC02137,ENSG00000260186
LINC02138,ENSG00000205015
LINC02139,ENSG00000278214
LINC02140,ENSG00000261803
LINC02141,ENSG00000261807
LINC02142,ENSG00000223597
LINC02143,ENSG00000253236
LINC02144,ENSG00000248708
LINC02146,ENSG00000249490
LINC02148,ENSG00000250427
LINC02149,ENSG00000249332
LINC02150,ENSG00000248150
LINC02151,ENSG00000236437
LINC02152,ENSG00000261319
LINC02153,ENSG00000253199
LINC02154,ENSG00000235385
LINC02156,ENSG00000257906
LINC02157,ENSG00000259763
LINC02159,ENSG00000253417
LINC02160,ENSG00000251443
LINC02161,ENSG00000250437
LINC02162,ENSG00000249830
LINC02164,ENSG00000261811
LINC02165,ENSG00000261014
LINC02166,ENSG00000260259
LINC02167,ENSG00000261122
LINC02168,ENSG00000261703
LINC02169,ENSG00000259517
LINC02171,ENSG00000250632
LINC02172,ENSG00000251632
LINC02173,ENSG00000249613
LINC02174,ENSG00000249297
LINC02175,ENSG00000262155
LINC02176,ENSG00000260340
LINC02177,ENSG00000261617
LINC02178,ENSG00000261092
LINC02179,ENSG00000261623
LINC02180,ENSG00000261749
LINC02181,ENSG00000232190
LINC02182,ENSG00000260420
LINC02183,ENSG00000283304
LINC02184,ENSG00000260854
LINC02185,ENSG00000262097
LINC02186,ENSG00000261856
LINC02188,ENSG00000261175
LINC02189,ENSG00000260026
LINC02190,ENSG00000261475
LINC02191,ENSG00000261636
LINC02192,ENSG00000261325
LINC02193,ENSG00000260528
LINC02194,ENSG00000260264
LINC02195,ENSG00000236481
LINC02197,ENSG00000281321
LINC02197,ENSG00000250387
LINC02197,ENSG00000275192
LINC02198,ENSG00000249352
LINC02199,ENSG00000250198
LINC02200,ENSG00000250358
LINC02201,ENSG00000251538
LINC02202,ENSG00000245812
LINC02204,ENSG00000280639
LINC02205,ENSG00000259473
LINC02208,ENSG00000250891
LINC02209,ENSG00000253279
LINC02211,ENSG00000245662
LINC02212,ENSG00000249396
LINC02213,ENSG00000249160
LINC02214,ENSG00000251311
LINC02215,ENSG00000249128
LINC02216,ENSG00000249551
LINC02217,ENSG00000248455
LINC02218,ENSG00000249662
LINC02219,ENSG00000253787
LINC02220,ENSG00000248457
LINC02221,ENSG00000250814
LINC02222,ENSG00000248717
LINC02223,ENSG00000249937
LINC02225,ENSG00000249584
LINC02226,ENSG00000245729
LINC02227,ENSG00000276778
LINC02228,ENSG00000251273
LINC02229,ENSG00000250313
LINC02230,ENSG00000251543
LINC02231,ENSG00000248995
LINC02232,ENSG00000250125
LINC02233,ENSG00000250488
LINC02235,ENSG00000254689
LINC02236,ENSG00000251365
LINC02237,ENSG00000253434
LINC02238,ENSG00000223479
LINC02239,ENSG00000248908
LINC02240,ENSG00000260192
LINC02241,ENSG00000251629
LINC02242,ENSG00000249736
LINC02243,ENSG00000236091
LINC02244,ENSG00000259590
LINC02245,ENSG00000237638
LINC02247,ENSG00000223729
LINC02248,ENSG00000235160
LINC02249,ENSG00000225930
LINC02250,ENSG00000235731
LINC02251,ENSG00000258483
LINC02252,ENSG00000261304
LINC02253,ENSG00000259485
LINC02255,ENSG00000277718
LINC02255,ENSG00000288178
LINC02256,ENSG00000261064
LINC02257,ENSG00000232679
LINC02258,ENSG00000257912
LINC02259,ENSG00000259783
LINC02260,ENSG00000250456
LINC02261,ENSG00000249699
LINC02262,ENSG00000224932
LINC02264,ENSG00000229565
LINC02265,ENSG00000249241
LINC02266,ENSG00000272727
LINC02267,ENSG00000248510
LINC02268,ENSG00000248174
LINC02269,ENSG00000250708
LINC02270,ENSG00000251210
LINC02271,ENSG00000240152
LINC02272,ENSG00000251283
LINC02273,ENSG00000245954
LINC02274,ENSG00000258586
LINC02275,ENSG00000248319
LINC02276,ENSG00000250141
LINC02277,ENSG00000258487
LINC02278,ENSG00000251635
LINC02279,ENSG00000258933
LINC02280,ENSG00000260792
LINC02281,ENSG00000257748
LINC02282,ENSG00000257056
LINC02283,ENSG00000248184
LINC02284,ENSG00000259719
LINC02285,ENSG00000259004
LINC02286,ENSG00000258098
LINC02288,ENSG00000246548
LINC02289,ENSG00000258819
LINC02290,ENSG00000258502
LINC02291,ENSG00000197176
LINC02292,ENSG00000258630
LINC02293,ENSG00000257185
LINC02294,ENSG00000257845
LINC02295,ENSG00000258511
LINC02296,ENSG00000258859
LINC02297,ENSG00000257504
LINC02299,ENSG00000258979
LINC02300,ENSG00000258175
LINC02301,ENSG00000258743
LINC02302,ENSG00000258633
LINC02303,ENSG00000258616
LINC02304,ENSG00000259110
LINC02305,ENSG00000258532
LINC02306,ENSG00000257986
LINC02307,ENSG00000258969
LINC02308,ENSG00000258675
LINC02309,ENSG00000258994
LINC02311,ENSG00000258718
LINC02312,ENSG00000258869
LINC02313,ENSG00000258474
LINC02314,ENSG00000259082
LINC02315,ENSG00000251363
LINC02316,ENSG00000258912
LINC02317,ENSG00000258678
LINC02318,ENSG00000258390
LINC02319,ENSG00000258694
LINC02320,ENSG00000258404
LINC02321,ENSG00000258884
LINC02322,ENSG00000258556
LINC02323,ENSG00000259230
LINC02324,ENSG00000255002
LINC02325,ENSG00000246084
LINC02326,ENSG00000257523
LINC02327,ENSG00000258038
LINC02328,ENSG00000258733
LINC02329,ENSG00000258814
LINC02330,ENSG00000258770
LINC02331,ENSG00000235269
LINC02332,ENSG00000259054
LINC02333,ENSG00000271564
LINC02334,ENSG00000274317
LINC02335,ENSG00000278630
LINC02336,ENSG00000271395
LINC02337,ENSG00000215881
LINC02338,ENSG00000277448
LINC02339,ENSG00000279797
LINC02341,ENSG00000283554
LINC02342,ENSG00000280580
LINC02343,ENSG00000271850
LINC02344,ENSG00000227911
LINC02345,ENSG00000259225
LINC02346,ENSG00000206187
LINC02347,ENSG00000214043
LINC02348,ENSG00000286733
LINC02349,ENSG00000259284
LINC02350,ENSG00000278711
LINC02350,ENSG00000255595
LINC02351,ENSG00000277987
LINC02352,ENSG00000259448
LINC02353,ENSG00000251329
LINC02354,ENSG00000257488
LINC02355,ENSG00000248210
LINC02356,ENSG00000257595
LINC02357,ENSG00000283314
LINC02358,ENSG00000251256
LINC02359,ENSG00000284848
LINC02360,ENSG00000248300
LINC02362,ENSG00000249096
LINC02363,ENSG00000180712
LINC02364,ENSG00000250190
LINC02365,ENSG00000254233
LINC02366,ENSG00000256888
LINC02367,ENSG00000260423
LINC02368,ENSG00000256659
LINC02369,ENSG00000256551
LINC02370,ENSG00000230294
LINC02371,ENSG00000274659
LINC02372,ENSG00000249873
LINC02373,ENSG00000257507
LINC02374,ENSG00000249747
LINC02375,ENSG00000256362
LINC02376,ENSG00000256292
LINC02377,ENSG00000250102
LINC02378,ENSG00000256994
LINC02379,ENSG00000251649
LINC02380,ENSG00000248505
LINC02381,ENSG00000250742
LINC02382,ENSG00000250968
LINC02383,ENSG00000248143
LINC02384,ENSG00000251301
LINC02385,ENSG00000257193
LINC02386,ENSG00000257756
LINC02387,ENSG00000256232
LINC02388,ENSG00000257259
LINC02389,ENSG00000255693
LINC02390,ENSG00000256582
LINC02391,ENSG00000277851
LINC02392,ENSG00000258183
LINC02393,ENSG00000256597
LINC02394,ENSG00000258332
LINC02395,ENSG00000257771
LINC02396,ENSG00000258135
LINC02397,ENSG00000205056
LINC02400,ENSG00000257784
LINC02401,ENSG00000257762
LINC02402,ENSG00000257510
LINC02403,ENSG00000262201
LINC02403,ENSG00000257541
LINC02404,ENSG00000257893
LINC02405,ENSG00000249345
LINC02406,ENSG00000258144
LINC02408,ENSG00000203585
LINC02409,ENSG00000257920
LINC02410,ENSG00000258292
LINC02411,ENSG00000256022
LINC02412,ENSG00000258171
LINC02413,ENSG00000257345
LINC02414,ENSG00000256424
LINC02415,ENSG00000248703
LINC02416,ENSG00000257924
LINC02417,ENSG00000257048
LINC02418,ENSG00000214039
LINC02419,ENSG00000256906
LINC02420,ENSG00000256172
LINC02421,ENSG00000255970
LINC02422,ENSG00000255760
LINC02423,ENSG00000256750
LINC02424,ENSG00000258220
LINC02425,ENSG00000256259
LINC02426,ENSG00000257747
LINC02427,ENSG00000271538
LINC02428,ENSG00000248740
LINC02429,ENSG00000251266
LINC02430,ENSG00000250252
LINC02431,ENSG00000248872
LINC02432,ENSG00000248810
LINC02433,ENSG00000234111
LINC02434,ENSG00000248370
LINC02435,ENSG00000251526
LINC02436,ENSG00000250754
LINC02437,ENSG00000248517
LINC02438,ENSG00000248238
LINC02439,ENSG00000255814
LINC02440,ENSG00000255618
LINC02441,ENSG00000256643
LINC02442,ENSG00000256077
LINC02443,ENSG00000256115
LINC02444,ENSG00000258123
LINC02445,ENSG00000257750
LINC02446,ENSG00000256039
LINC02447,ENSG00000245468
LINC02448,ENSG00000257230
LINC02449,ENSG00000215241
LINC02450,ENSG00000257114
LINC02452,ENSG00000283422
LINC02453,ENSG00000245017
LINC02454,ENSG00000256268
LINC02455,ENSG00000256672
LINC02456,ENSG00000283052
LINC02457,ENSG00000258018
LINC02458,ENSG00000246363
LINC02459,ENSG00000257476
LINC02460,ENSG00000255714
LINC02461,ENSG00000258331
LINC02462,ENSG00000251291
LINC02463,ENSG00000257683
LINC02464,ENSG00000257677
LINC02465,ENSG00000249618
LINC02466,ENSG00000246876
LINC02468,ENSG00000256499
LINC02469,ENSG00000248408
LINC02470,ENSG00000225231
LINC02471,ENSG00000223914
LINC02472,ENSG00000248338
LINC02473,ENSG00000261121
LINC02474,ENSG00000228437
LINC02475,ENSG00000251350
LINC02476,ENSG00000225546
LINC02477,ENSG00000249425
LINC02478,ENSG00000285373
LINC02479,ENSG00000251326
LINC02480,ENSG00000251040
LINC02481,ENSG00000246526
LINC02482,ENSG00000251580
LINC02483,ENSG00000251383
LINC02484,ENSG00000248685
LINC02485,ENSG00000248456
LINC02487,ENSG00000203688
LINC02488,ENSG00000249362
LINC02489,ENSG00000255007
LINC02492,ENSG00000250590
LINC02493,ENSG00000250819
LINC02494,ENSG00000250340
LINC02496,ENSG00000249066
LINC02497,ENSG00000251182
LINC02498,ENSG00000283083
LINC02499,ENSG00000250436
LINC02500,ENSG00000249460
LINC02501,ENSG00000249882
LINC02502,ENSG00000250392
LINC02503,ENSG00000249614
LINC02504,ENSG00000248339
LINC02505,ENSG00000248215
LINC02506,ENSG00000251129
LINC02507,ENSG00000251688
LINC02508,ENSG00000251619
LINC02509,ENSG00000250263
LINC02510,ENSG00000250341
LINC02511,ENSG00000248869
LINC02512,ENSG00000251061
LINC02513,ENSG00000248227
LINC02514,ENSG00000250042
LINC02515,ENSG00000250620
LINC02516,ENSG00000261083
LINC02517,ENSG00000249145
LINC02518,ENSG00000232316
LINC02519,ENSG00000226194
LINC02520,ENSG00000204110
LINC02521,ENSG00000228718
LINC02522,ENSG00000231056
LINC02523,ENSG00000224506
LINC02524,ENSG00000233534
LINC02525,ENSG00000230269
LINC02526,ENSG00000229654
LINC02527,ENSG00000227012
LINC02529,ENSG00000234777
LINC02530,ENSG00000234015
LINC02531,ENSG00000220908
LINC02532,ENSG00000235142
LINC02533,ENSG00000260239
LINC02534,ENSG00000228777
LINC02535,ENSG00000234155
LINC02536,ENSG00000281248
LINC02536,ENSG00000281270
LINC02537,ENSG00000283215
LINC02538,ENSG00000272549
LINC02539,ENSG00000234956
LINC02540,ENSG00000236635
LINC02541,ENSG00000230943
LINC02542,ENSG00000226453
LINC02543,ENSG00000232947
LINC02545,ENSG00000254930
LINC02546,ENSG00000255117
LINC02547,ENSG00000254486
LINC02548,ENSG00000255411
LINC02550,ENSG00000271584
LINC02551,ENSG00000254842
LINC02552,ENSG00000256422
LINC02553,ENSG00000255039
LINC02554,ENSG00000226741
LINC02555,ENSG00000260943
LINC02556,ENSG00000236611
LINC02557,ENSG00000281077
LINC02557,ENSG00000225413
LINC02558,ENSG00000230866
LINC02559,ENSG00000236464
LINC02560,ENSG00000268307
LINC02561,ENSG00000224034
LINC02562,ENSG00000260265
LINC02563,ENSG00000263520
LINC02565,ENSG00000267726
LINC02566,ENSG00000115934
LINC02567,ENSG00000237552
LINC02568,ENSG00000259459
LINC02571,ENSG00000256166
LINC02572,ENSG00000229536
LINC02573,ENSG00000233236
LINC02574,ENSG00000233975
LINC02575,ENSG00000228709
LINC02576,ENSG00000232613
LINC02577,ENSG00000228742
LINC02578,ENSG00000235201
LINC02579,ENSG00000233694
LINC02582,ENSG00000261780
LINC02583,ENSG00000187600
LINC02584,ENSG00000254417
LINC02585,ENSG00000228350
LINC02587,ENSG00000229108
LINC02591,ENSG00000263590
LINC02593,ENSG00000223764
LINC02594,ENSG00000267440
LINC02596,ENSG00000233431
LINC02598,ENSG00000256155
LINC02599,ENSG00000233858
LINC02600,ENSG00000250986
LINC02601,ENSG00000223714
LINC02602,ENSG00000298298
LINC02603,ENSG00000230262
LINC02604,ENSG00000273142
LINC02605,ENSG00000261618
LINC02606,ENSG00000284693
LINC02607,ENSG00000228971
LINC02608,ENSG00000226251
LINC02609,ENSG00000233593
LINC02610,ENSG00000186235
LINC02611,ENSG00000226791
LINC02612,ENSG00000224048
LINC02613,ENSG00000231367
LINC02614,ENSG00000241288
LINC02615,ENSG00000251432
LINC02616,ENSG00000261761
LINC02617,ENSG00000256288
LINC02619,ENSG00000249382
LINC02620,ENSG00000225768
LINC02621,ENSG00000234756
LINC02622,ENSG00000259267
LINC02623,ENSG00000234944
LINC02624,ENSG00000229775
LINC02625,ENSG00000233643
LINC02626,ENSG00000236799
LINC02627,ENSG00000229466
LINC02628,ENSG00000226412
LINC02629,ENSG00000223470
LINC02630,ENSG00000227313
LINC02631,ENSG00000237772
LINC02632,ENSG00000234864
LINC02633,ENSG00000224265
LINC02635,ENSG00000283000
LINC02636,ENSG00000224222
LINC02637,ENSG00000272430
LINC02639,ENSG00000230573
LINC02640,ENSG00000233590
LINC02641,ENSG00000286344
LINC02641,ENSG00000230131
LINC02642,ENSG00000232591
LINC02643,ENSG00000230109
LINC02644,ENSG00000230720
LINC02645,ENSG00000234170
LINC02647,ENSG00000223993
LINC02648,ENSG00000225948
LINC02649,ENSG00000215244
LINC02650,ENSG00000233945
LINC02651,ENSG00000235645
LINC02652,ENSG00000237128
LINC02653,ENSG00000236373
LINC02654,ENSG00000226140
LINC02655,ENSG00000231082
LINC02656,ENSG00000212743
LINC02658,ENSG00000234973
LINC02659,ENSG00000236769
LINC02660,ENSG00000226005
LINC02661,ENSG00000223381
LINC02662,ENSG00000231326
LINC02664,ENSG00000272381
LINC02665,ENSG00000223581
LINC02666,ENSG00000283141
LINC02667,ENSG00000224190
LINC02669,ENSG00000233321
LINC02670,ENSG00000224788
LINC02671,ENSG00000224714
LINC02672,ENSG00000227121
LINC02673,ENSG00000260151
LINC02674,ENSG00000234952
LINC02675,ENSG00000264404
LINC02676,ENSG00000234752
LINC02679,ENSG00000226676
LINC02680,ENSG00000285737
LINC02681,ENSG00000229649
LINC02682,ENSG00000254661
LINC02683,ENSG00000254438
LINC02684,ENSG00000255512
LINC02685,ENSG00000254654
LINC02686,ENSG00000254594
LINC02687,ENSG00000255267
LINC02688,ENSG00000291364
LINC02688,ENSG00000281524
LINC02688,ENSG00000254872
LINC02689,ENSG00000291430
LINC02689,ENSG00000285985
LINC02690,ENSG00000255226
LINC02691,ENSG00000258913
LINC02692,ENSG00000198454
LINC02693,ENSG00000212719
LINC02694,ENSG00000175779
LINC02695,ENSG00000254699
LINC02697,ENSG00000255327
LINC02698,ENSG00000256717
LINC02699,ENSG00000254456
LINC02700,ENSG00000255666
LINC02701,ENSG00000250508
LINC02702,ENSG00000237937
LINC02703,ENSG00000257067
LINC02704,ENSG00000255079
LINC02705,ENSG00000254952
LINC02706,ENSG00000255344
LINC02707,ENSG00000255427
LINC02708,ENSG00000281240
LINC02708,ENSG00000291439
LINC02708,ENSG00000227306
LINC02708,ENSG00000281633
LINC02709,ENSG00000245522
LINC02710,ENSG00000255269
LINC02711,ENSG00000255183
LINC02712,ENSG00000273409
LINC02713,ENSG00000255502
LINC02714,ENSG00000251226
LINC02715,ENSG00000254659
LINC02716,ENSG00000205106
LINC02717,ENSG00000285735
LINC02718,ENSG00000255418
LINC02719,ENSG00000254580
LINC02720,ENSG00000255178
LINC02721,ENSG00000255133
LINC02722,ENSG00000254508
LINC02723,ENSG00000231680
LINC02724,ENSG00000181908
LINC02725,ENSG00000273415
LINC02726,ENSG00000255193
LINC02727,ENSG00000254823
LINC02728,ENSG00000251323
LINC02729,ENSG00000255335
LINC02730,ENSG00000255406
